SISTEMA,TARIFA,CIA,MES,FEE,P1.,P2.,P3.,P4.,P5,P6.
CANARIAS,3.0TD,ACCIONA,2023-08-01 00:00:00,Cierzo,0.184724,0,0.159452,0,0,0.145807
CANARIAS,3.0TD,ACCIONA,2023-08-01 00:00:00,Cierzo,0,0,0.157904,0.149837,0,0.145175
CANARIAS,3.0TD,ACCIONA,2023-08-01 00:00:00,Levante,0.204009,0,0.178737,0,0,0.165092
CANARIAS,3.0TD,ACCIONA,2023-08-01 00:00:00,Levante,0,0,0.177189,0.169122,0,0.16446
CANARIAS,3.0TD,ACCIONA,2023-08-01 00:00:00,Levante+,0.204009,0,0.178737,0,0,0.165092
CANARIAS,3.0TD,ACCIONA,2023-08-01 00:00:00,Levante+,0,0,0.177189,0.169122,0,0.16446
CANARIAS,3.0TD,ACCIONA,2023-08-01 00:00:00,Poniente,0.193859,0,0.168587,0,0,0.154942
CANARIAS,3.0TD,ACCIONA,2023-08-01 00:00:00,Poniente,0,0,0.167039,0.158972,0,0.15431
CANARIAS,3.0TD,ACCIONA,2023-08-01 00:00:00,Poniente+,0.193859,0,0.168587,0,0,0.154942
CANARIAS,3.0TD,ACCIONA,2023-08-01 00:00:00,Poniente+,0,0,0.167039,0.158972,0,0.15431
CANARIAS,3.0TD,ACCIONA,2023-08-01 00:00:00,Tramontana,0.186754,0,0.161482,0,0,0.147837
CANARIAS,3.0TD,ACCIONA,2023-08-01 00:00:00,Tramontana,0,0,0.159934,0.151867,0,0.147205
CANARIAS,3.0TD,ACCIONA,2023-08-01 00:00:00,Tramontana+,0.186754,0,0.161482,0,0,0.147837
CANARIAS,3.0TD,ACCIONA,2023-08-01 00:00:00,Tramontana+,0,0,0.159934,0.151867,0,0.147205
CANARIAS,3.0TD,ACCIONA,2023-07-01 00:00:00,Cierzo,0.17822573,0,0.15286652,0,0,0.13906597
CANARIAS,3.0TD,ACCIONA,2023-07-01 00:00:00,Cierzo,0.18001129,0.16979002,0,0,0,0.13843323
CANARIAS,3.0TD,ACCIONA,2023-07-01 00:00:00,Levante,0.19751073,0,0.17215152,0,0,0.15835097
CANARIAS,3.0TD,ACCIONA,2023-07-01 00:00:00,Levante,0.19929629,0.18907502,0,0,0,0.15771823
CANARIAS,3.0TD,ACCIONA,2023-07-01 00:00:00,Levante+,0.19751073,0,0.17215152,0,0,0.15835097
CANARIAS,3.0TD,ACCIONA,2023-07-01 00:00:00,Levante+,0.19929629,0.18907502,0,0,0,0.15771823
CANARIAS,3.0TD,ACCIONA,2023-07-01 00:00:00,Poniente,0.18736073,0,0.16200152,0,0,0.14820097
CANARIAS,3.0TD,ACCIONA,2023-07-01 00:00:00,Poniente,0.18914629,0.17892502,0,0,0,0.14756823
CANARIAS,3.0TD,ACCIONA,2023-07-01 00:00:00,Poniente+,0.18736073,0,0.16200152,0,0,0.14820097
CANARIAS,3.0TD,ACCIONA,2023-07-01 00:00:00,Poniente+,0.18914629,0.17892502,0,0,0,0.14756823
CANARIAS,3.0TD,ACCIONA,2023-07-01 00:00:00,Tramontana,0.18025573,0,0.15489652,0,0,0.14109597
CANARIAS,3.0TD,ACCIONA,2023-07-01 00:00:00,Tramontana,0.18204129,0.17182002,0,0,0,0.14046323
CANARIAS,3.0TD,ACCIONA,2023-07-01 00:00:00,Tramontana+,0.18025573,0,0.15489652,0,0,0.14109597
CANARIAS,3.0TD,ACCIONA,2023-07-01 00:00:00,Tramontana+,0.18204129,0.17182002,0,0,0,0.14046323
CANARIAS,3.0TD,ACCIONA,2023-06-01 00:00:00,Cierzo,0,0,0,0.14821493568,0.13911178049999998,0.1421467651
CANARIAS,3.0TD,ACCIONA,2023-06-01 00:00:00,Cierzo,0,0,0.15435438825999998,0.146290022,0,0.1415140301
CANARIAS,3.0TD,ACCIONA,2023-06-01 00:00:00,Levante,0,0,0,0.16749993568,0.15839678049999997,0.16143176509999999
CANARIAS,3.0TD,ACCIONA,2023-06-01 00:00:00,Levante,0,0,0.17363938825999997,0.165575022,0,0.1607990301
CANARIAS,3.0TD,ACCIONA,2023-06-01 00:00:00,Levante+,0,0,0,0.16749993568,0.15839678049999997,0.16143176509999999
CANARIAS,3.0TD,ACCIONA,2023-06-01 00:00:00,Levante+,0,0,0.17363938825999997,0.165575022,0,0.1607990301
CANARIAS,3.0TD,ACCIONA,2023-06-01 00:00:00,Poniente,0,0,0,0.15734993568,0.14824678049999998,0.1512817651
CANARIAS,3.0TD,ACCIONA,2023-06-01 00:00:00,Poniente,0,0,0.16348938825999998,0.155425022,0,0.1506490301
CANARIAS,3.0TD,ACCIONA,2023-06-01 00:00:00,Poniente+,0,0,0,0.15734993568,0.14824678049999998,0.1512817651
CANARIAS,3.0TD,ACCIONA,2023-06-01 00:00:00,Poniente+,0,0,0.16348938825999998,0.155425022,0,0.1506490301
CANARIAS,3.0TD,ACCIONA,2023-06-01 00:00:00,Tramontana,0,0,0,0.15024493568,0.14114178049999998,0.1441767651
CANARIAS,3.0TD,ACCIONA,2023-06-01 00:00:00,Tramontana,0,0,0.15638438826,0.148320022,0,0.1435440301
CANARIAS,3.0TD,ACCIONA,2023-06-01 00:00:00,Tramontana+,0,0,0,0.15024493568,0.14114178049999998,0.1441767651
CANARIAS,3.0TD,ACCIONA,2023-06-01 00:00:00,Tramontana+,0,0,0.15638438826,0.148320022,0,0.1435440301
CANARIAS,3.0TD,ACCIONA,2023-05-01 00:00:00,Cierzo,0,0,0,0.12596112564,0.11725126875,0.11942136955
CANARIAS,3.0TD,ACCIONA,2023-05-01 00:00:00,Cierzo,0,0,0,0.124271036,0.11776539448999998,0.11878863455000001
CANARIAS,3.0TD,ACCIONA,2023-05-01 00:00:00,Levante,0,0,0,0.14524612564,0.13653626875,0.13870636954999999
CANARIAS,3.0TD,ACCIONA,2023-05-01 00:00:00,Levante,0,0,0,0.143556036,0.13705039448999998,0.13807363455
CANARIAS,3.0TD,ACCIONA,2023-05-01 00:00:00,Levante+,0,0,0,0.14524612564,0.13653626875,0.13870636954999999
CANARIAS,3.0TD,ACCIONA,2023-05-01 00:00:00,Levante+,0,0,0,0.143556036,0.13705039448999998,0.13807363455
CANARIAS,3.0TD,ACCIONA,2023-05-01 00:00:00,Poniente,0,0,0,0.13509612564,0.12638626874999997,0.12855636955
CANARIAS,3.0TD,ACCIONA,2023-05-01 00:00:00,Poniente,0,0,0,0.133406036,0.12690039448999998,0.12792363455
CANARIAS,3.0TD,ACCIONA,2023-05-01 00:00:00,Poniente+,0,0,0,0.13509612564,0.12638626874999997,0.12855636955
CANARIAS,3.0TD,ACCIONA,2023-05-01 00:00:00,Poniente+,0,0,0,0.133406036,0.12690039448999998,0.12792363455
CANARIAS,3.0TD,ACCIONA,2023-05-01 00:00:00,Tramontana,0,0,0,0.12799112563999998,0.11928126875,0.12145136955
CANARIAS,3.0TD,ACCIONA,2023-05-01 00:00:00,Tramontana,0,0,0,0.126301036,0.11979539448999998,0.12081863455
CANARIAS,3.0TD,ACCIONA,2023-05-01 00:00:00,Tramontana+,0,0,0,0.12799112563999998,0.11928126875,0.12145136955
CANARIAS,3.0TD,ACCIONA,2023-05-01 00:00:00,Tramontana+,0,0,0,0.126301036,0.11979539448999998,0.12081863455
CANARIAS,3.0TD,ACCIONA,2023-04-01 00:00:00,Cierzo,0,0,0,0.12539324532,0.11669342475,0.11884145515000001
CANARIAS,3.0TD,ACCIONA,2023-04-01 00:00:00,Cierzo,0,0,0,0.12370914800000002,0.11720126537,0.11820872015000002
CANARIAS,3.0TD,ACCIONA,2023-04-01 00:00:00,Levante,0,0,0,0.14467824532,0.13597842475,0.13812645515
CANARIAS,3.0TD,ACCIONA,2023-04-01 00:00:00,Levante,0,0,0,0.14299414800000002,0.13648626537,0.13749372015
CANARIAS,3.0TD,ACCIONA,2023-04-01 00:00:00,Levante+,0,0,0,0.14467824532,0.13597842475,0.13812645515
CANARIAS,3.0TD,ACCIONA,2023-04-01 00:00:00,Levante+,0,0,0,0.14299414800000002,0.13648626537,0.13749372015
CANARIAS,3.0TD,ACCIONA,2023-04-01 00:00:00,Poniente,0,0,0,0.13452824532000002,0.12582842475,0.12797645515
CANARIAS,3.0TD,ACCIONA,2023-04-01 00:00:00,Poniente,0,0,0,0.132844148,0.12633626536999998,0.12734372015
CANARIAS,3.0TD,ACCIONA,2023-04-01 00:00:00,Poniente+,0,0,0,0.13452824532000002,0.12582842475,0.12797645515
CANARIAS,3.0TD,ACCIONA,2023-04-01 00:00:00,Poniente+,0,0,0,0.132844148,0.12633626536999998,0.12734372015
CANARIAS,3.0TD,ACCIONA,2023-04-01 00:00:00,Tramontana,0,0,0,0.12742324532,0.11872342475,0.12087145515
CANARIAS,3.0TD,ACCIONA,2023-04-01 00:00:00,Tramontana,0,0,0,0.12573914800000002,0.11923126536999999,0.12023872015
CANARIAS,3.0TD,ACCIONA,2023-04-01 00:00:00,Tramontana+,0,0,0,0.12742324532,0.11872342475,0.12087145515
CANARIAS,3.0TD,ACCIONA,2023-04-01 00:00:00,Tramontana+,0,0,0,0.12573914800000002,0.11923126536999999,0.12023872015
CANARIAS,3.0TD,ACCIONA,2023-03-01 00:00:00,Cierzo,0,0.16983317394,0,0.14418061924,0,0.13802695655
CANARIAS,3.0TD,ACCIONA,2023-03-01 00:00:00,Cierzo,0,0.1687606129,0.15035952892999999,0,0,0.13739422155
CANARIAS,3.0TD,ACCIONA,2023-03-01 00:00:00,Levante,0,0.18911817394000002,0,0.16346561924,0,0.15731195655
CANARIAS,3.0TD,ACCIONA,2023-03-01 00:00:00,Levante,0,0.1880456129,0.16964452892999998,0,0,0.15667922155
CANARIAS,3.0TD,ACCIONA,2023-03-01 00:00:00,Levante+,0,0.18911817394000002,0,0.16346561924,0,0.15731195655
CANARIAS,3.0TD,ACCIONA,2023-03-01 00:00:00,Levante+,0,0.1880456129,0.16964452892999998,0,0,0.15667922155
CANARIAS,3.0TD,ACCIONA,2023-03-01 00:00:00,Poniente,0,0.17896817394,0,0.15331561923999998,0,0.14716195655
CANARIAS,3.0TD,ACCIONA,2023-03-01 00:00:00,Poniente,0,0.1778956129,0.15949452893,0,0,0.14652922155
CANARIAS,3.0TD,ACCIONA,2023-03-01 00:00:00,Poniente+,0,0.17896817394,0,0.15331561923999998,0,0.14716195655
CANARIAS,3.0TD,ACCIONA,2023-03-01 00:00:00,Poniente+,0,0.1778956129,0.15949452893,0,0,0.14652922155
CANARIAS,3.0TD,ACCIONA,2023-03-01 00:00:00,Tramontana,0,0.17186317394,0,0.14621061924,0,0.14005695655
CANARIAS,3.0TD,ACCIONA,2023-03-01 00:00:00,Tramontana,0,0.1707906129,0.15238952893000002,0,0,0.13942422155
CANARIAS,3.0TD,ACCIONA,2023-03-01 00:00:00,Tramontana+,0,0.17186317394,0,0.14621061924,0,0.14005695655
CANARIAS,3.0TD,ACCIONA,2023-03-01 00:00:00,Tramontana+,0,0.1707906129,0.15238952893000002,0,0,0.13942422155
CANARIAS,3.0TD,ACCIONA,2023-02-01 00:00:00,Cierzo,0,0.22252456038,0,0.19607068348,0,0.19101663485
CANARIAS,3.0TD,ACCIONA,2023-02-01 00:00:00,Cierzo,0.23108032243999999,0.2212605943,0,0,0,0.19038389985
CANARIAS,3.0TD,ACCIONA,2023-02-01 00:00:00,Levante,0,0.24180956038,0,0.21535568348,0,0.21030163485
CANARIAS,3.0TD,ACCIONA,2023-02-01 00:00:00,Levante,0.25036532244,0.2405455943,0,0,0,0.20966889985
CANARIAS,3.0TD,ACCIONA,2023-02-01 00:00:00,Levante+,0,0.24180956038,0,0.21535568348,0,0.21030163485
CANARIAS,3.0TD,ACCIONA,2023-02-01 00:00:00,Levante+,0.25036532244,0.2405455943,0,0,0,0.20966889985
CANARIAS,3.0TD,ACCIONA,2023-02-01 00:00:00,Poniente,0,0.23165956038000002,0,0.20520568348,0,0.20015163485
CANARIAS,3.0TD,ACCIONA,2023-02-01 00:00:00,Poniente,0.24021532244,0.2303955943,0,0,0,0.19951889985000001
CANARIAS,3.0TD,ACCIONA,2023-02-01 00:00:00,Poniente+,0,0.23165956038000002,0,0.20520568348,0,0.20015163485
CANARIAS,3.0TD,ACCIONA,2023-02-01 00:00:00,Poniente+,0.24021532244,0.2303955943,0,0,0,0.19951889985000001
CANARIAS,3.0TD,ACCIONA,2023-02-01 00:00:00,Tramontana,0,0.22455456038,0,0.19810068347999998,0,0.19304663485
CANARIAS,3.0TD,ACCIONA,2023-02-01 00:00:00,Tramontana,0.23311032244,0.22329059430000003,0,0,0,0.19241389985000001
CANARIAS,3.0TD,ACCIONA,2023-02-01 00:00:00,Tramontana+,0,0.22455456038,0,0.19810068347999998,0,0.19304663485
CANARIAS,3.0TD,ACCIONA,2023-02-01 00:00:00,Tramontana+,0.23311032244,0.22329059430000003,0,0,0,0.19241389985000001
CANARIAS,3.0TD,ACCIONA,2023-01-01 00:00:00,Cierzo,0,0.1457340127,0,0.12044795420000001,0,0.11379136725000001
CANARIAS,3.0TD,ACCIONA,2023-01-01 00:00:00,Cierzo,0.1551656066,0.1447489935,0,0,0,0.11315863225000002
CANARIAS,3.0TD,ACCIONA,2023-01-01 00:00:00,Levante,0,0.16501901270000002,0,0.1397329542,0,0.13307636725
CANARIAS,3.0TD,ACCIONA,2023-01-01 00:00:00,Levante,0.1744506066,0.1640339935,0,0,0,0.13244363225
CANARIAS,3.0TD,ACCIONA,2023-01-01 00:00:00,Levante+,0,0.16501901270000002,0,0.1397329542,0,0.13307636725
CANARIAS,3.0TD,ACCIONA,2023-01-01 00:00:00,Levante+,0.1744506066,0.1640339935,0,0,0,0.13244363225
CANARIAS,3.0TD,ACCIONA,2023-01-01 00:00:00,Poniente,0,0.1548690127,0,0.1295829542,0,0.12292636725
CANARIAS,3.0TD,ACCIONA,2023-01-01 00:00:00,Poniente,0.1643006066,0.1538839935,0,0,0,0.12229363225
CANARIAS,3.0TD,ACCIONA,2023-01-01 00:00:00,Poniente+,0,0.1548690127,0,0.1295829542,0,0.12292636725
CANARIAS,3.0TD,ACCIONA,2023-01-01 00:00:00,Poniente+,0.1643006066,0.1538839935,0,0,0,0.12229363225
CANARIAS,3.0TD,ACCIONA,2023-01-01 00:00:00,Tramontana,0,0.1477640127,0,0.1224779542,0,0.11582136725
CANARIAS,3.0TD,ACCIONA,2023-01-01 00:00:00,Tramontana,0.15719560659999998,0.1467789935,0,0,0,0.11518863225
CANARIAS,3.0TD,ACCIONA,2023-01-01 00:00:00,Tramontana+,0,0.1477640127,0,0.1224779542,0,0.11582136725
CANARIAS,3.0TD,ACCIONA,2023-01-01 00:00:00,Tramontana+,0.15719560659999998,0.1467789935,0,0,0,0.11518863225
CANARIAS,3.0TD,ACCIONA,2022-12-01 00:00:00,Cierzo,0,0.17865111230000003,0.16051382895000002,0,0,0.14689481425000003
CANARIAS,3.0TD,ACCIONA,2022-12-01 00:00:00,Levante,0,0.19793611230000002,0.17979882895000002,0,0,0.16617981425
CANARIAS,3.0TD,ACCIONA,2022-12-01 00:00:00,Levante+,0,0.19793611230000002,0.17979882895000002,0,0,0.16617981425
CANARIAS,3.0TD,ACCIONA,2022-12-01 00:00:00,Poniente,0,0.18778611230000003,0.16964882895000002,0,0,0.15602981425
CANARIAS,3.0TD,ACCIONA,2022-12-01 00:00:00,Poniente+,0,0.18778611230000003,0.16964882895000002,0,0,0.15602981425
CANARIAS,3.0TD,ACCIONA,2022-12-01 00:00:00,Tramontana,0,0.1806811123,0.16254382895000002,0,0,0.14892481425
CANARIAS,3.0TD,ACCIONA,2022-12-01 00:00:00,Tramontana+,0,0.1806811123,0.16254382895000002,0,0,0.14892481425
CANARIAS,3.0TD,ACCIONA,2022-11-01 00:00:00,Cierzo,0,0.20100831024,0.18247625296,0,0,0.1693785788
CANARIAS,3.0TD,ACCIONA,2022-11-01 00:00:00,Levante,0,0.22029331024,0.20176125296,0,0,0.1886635788
CANARIAS,3.0TD,ACCIONA,2022-11-01 00:00:00,Levante+,0,0.22029331024,0.20176125296,0,0,0.1886635788
CANARIAS,3.0TD,ACCIONA,2022-11-01 00:00:00,Poniente,0,0.21014331024,0.19161125296,0,0,0.17851357880000002
CANARIAS,3.0TD,ACCIONA,2022-11-01 00:00:00,Poniente+,0,0.21014331024,0.19161125296,0,0,0.17851357880000002
CANARIAS,3.0TD,ACCIONA,2022-11-01 00:00:00,Tramontana,0,0.20303831024,0.18450625296,0,0,0.17140857880000002
CANARIAS,3.0TD,ACCIONA,2022-11-01 00:00:00,Tramontana+,0,0.20303831024,0.18450625296,0,0,0.17140857880000002
CANARIAS,3.0TD,ACCIONA,2022-10-01 00:00:00,Cierzo,0.22100983109999997,0,0.19622489561,0,0,0.18345358455
CANARIAS,3.0TD,ACCIONA,2022-10-01 00:00:00,Levante,0.24029483109999997,0,0.21550989561,0,0,0.20273858455
CANARIAS,3.0TD,ACCIONA,2022-10-01 00:00:00,Levante+,0.24029483109999997,0,0.21550989561,0,0,0.20273858455
CANARIAS,3.0TD,ACCIONA,2022-10-01 00:00:00,Poniente,0.23014483109999997,0,0.20535989561,0,0,0.19258858455
CANARIAS,3.0TD,ACCIONA,2022-10-01 00:00:00,Poniente+,0.23014483109999997,0,0.20535989561,0,0,0.19258858455
CANARIAS,3.0TD,ACCIONA,2022-10-01 00:00:00,Tramontana,0.22303983109999997,0,0.19825489561,0,0,0.18548358455
CANARIAS,3.0TD,ACCIONA,2022-10-01 00:00:00,Tramontana+,0.22303983109999997,0,0.19825489561,0,0,0.18548358455
CANARIAS,3.0TD,ACCIONA,2022-09-01 00:00:00,Cierzo,0.23275343469999998,0,0.20817856187000003,0,0,0.19578372585
CANARIAS,3.0TD,ACCIONA,2022-09-01 00:00:00,Levante,0.2520384347,0,0.22746356187000003,0,0,0.21506872585
CANARIAS,3.0TD,ACCIONA,2022-09-01 00:00:00,Levante+,0.2520384347,0,0.22746356187000003,0,0,0.21506872585
CANARIAS,3.0TD,ACCIONA,2022-09-01 00:00:00,Poniente,0.2418884347,0,0.21731356187000003,0,0,0.20491872585
CANARIAS,3.0TD,ACCIONA,2022-09-01 00:00:00,Poniente+,0.2418884347,0,0.21731356187000003,0,0,0.20491872585
CANARIAS,3.0TD,ACCIONA,2022-09-01 00:00:00,Tramontana,0.2347834347,0,0.21020856187000003,0,0,0.19781372585
CANARIAS,3.0TD,ACCIONA,2022-09-01 00:00:00,Tramontana+,0.2347834347,0,0.21020856187000003,0,0,0.19781372585
CANARIAS,3.0TD,ACCIONA,2022-08-01 00:00:00,Cierzo,0.2488469629,0,0.22448811049000003,0,0,0.21248042795
CANARIAS,3.0TD,ACCIONA,2022-08-01 00:00:00,Levante,0.26813196289999996,0,0.24377311049000003,0,0,0.23176542795
CANARIAS,3.0TD,ACCIONA,2022-08-01 00:00:00,Levante+,0.26813196289999996,0,0.24377311049000003,0,0,0.23176542795
CANARIAS,3.0TD,ACCIONA,2022-08-01 00:00:00,Poniente,0.2579819629,0,0.23362311049000004,0,0,0.22161542795
CANARIAS,3.0TD,ACCIONA,2022-08-01 00:00:00,Poniente+,0.2579819629,0,0.23362311049000004,0,0,0.22161542795
CANARIAS,3.0TD,ACCIONA,2022-08-01 00:00:00,Tramontana,0.2508769629,0,0.22651811049000004,0,0,0.21451042795
CANARIAS,3.0TD,ACCIONA,2022-08-01 00:00:00,Tramontana+,0.2508769629,0,0.22651811049000004,0,0,0.21451042795
CANARIAS,3.0TD,ACCIONA,2022-07-01 00:00:00,Cierzo,0.2346050056,0,0.21005498606000003,0,0,0.1977046923
CANARIAS,3.0TD,ACCIONA,2022-07-01 00:00:00,Levante,0.25389000559999997,0,0.22933998606000003,0,0,0.2169896923
CANARIAS,3.0TD,ACCIONA,2022-07-01 00:00:00,Levante+,0.25389000559999997,0,0.22933998606000003,0,0,0.2169896923
CANARIAS,3.0TD,ACCIONA,2022-07-01 00:00:00,Poniente,0.24374000559999998,0,0.21918998606000004,0,0,0.20683969230000002
CANARIAS,3.0TD,ACCIONA,2022-07-01 00:00:00,Poniente+,0.24374000559999998,0,0.21918998606000004,0,0,0.20683969230000002
CANARIAS,3.0TD,ACCIONA,2022-07-01 00:00:00,Tramontana,0.2366350056,0,0.21208498606000004,0,0,0.19973469230000002
CANARIAS,3.0TD,ACCIONA,2022-07-01 00:00:00,Tramontana+,0.2366350056,0,0.21208498606000004,0,0,0.19973469230000002
CANARIAS,3.0TD,ACCIONA,2022-06-01 00:00:00,Cierzo,0,0,0,0.23444667292000002,0.22375048625,0.23028863265000002
CANARIAS,3.0TD,ACCIONA,2022-06-01 00:00:00,Levante,0,0,0,0.25373167292000004,0.24303548625,0.24957363265000002
CANARIAS,3.0TD,ACCIONA,2022-06-01 00:00:00,Levante+,0,0,0,0.25373167292000004,0.24303548625,0.24957363265000002
CANARIAS,3.0TD,ACCIONA,2022-06-01 00:00:00,Poniente,0,0,0,0.24358167292000002,0.23288548625,0.23942363265000002
CANARIAS,3.0TD,ACCIONA,2022-06-01 00:00:00,Poniente+,0,0,0,0.24358167292000002,0.23288548625,0.23942363265000002
CANARIAS,3.0TD,ACCIONA,2022-06-01 00:00:00,Tramontana,0,0,0,0.23647667292000002,0.22578048625,0.23231863265000002
CANARIAS,3.0TD,ACCIONA,2022-06-01 00:00:00,Tramontana+,0,0,0,0.23647667292000002,0.22578048625,0.23231863265000002
CANARIAS,3.0TD,ACCIONA,2022-05-01 00:00:00,Cierzo,0,0,0,0.25515064292,0.24408854874999997,0.25143134515
CANARIAS,3.0TD,ACCIONA,2022-05-01 00:00:00,Levante,0,0,0,0.27443564292,0.26337354874999996,0.27071634515
CANARIAS,3.0TD,ACCIONA,2022-05-01 00:00:00,Levante+,0,0,0,0.27443564292,0.26337354874999996,0.27071634515
CANARIAS,3.0TD,ACCIONA,2022-05-01 00:00:00,Poniente,0,0,0,0.26428564292,0.25322354874999997,0.26056634515
CANARIAS,3.0TD,ACCIONA,2022-05-01 00:00:00,Poniente+,0,0,0,0.26428564292,0.25322354874999997,0.26056634515
CANARIAS,3.0TD,ACCIONA,2022-05-01 00:00:00,Tramontana,0,0,0,0.25718064292,0.24611854874999997,0.25346134515
CANARIAS,3.0TD,ACCIONA,2022-05-01 00:00:00,Tramontana+,0,0,0,0.25718064292,0.24611854874999997,0.25346134515
CANARIAS,3.0TD,ACCIONA,2022-04-01 00:00:00,Cierzo,0,0,0,0.26034438168000007,0.249190497,0.25673514560000005
CANARIAS,3.0TD,ACCIONA,2022-04-01 00:00:00,Levante,0,0,0,0.27962938168000007,0.268475497,0.27602014560000004
CANARIAS,3.0TD,ACCIONA,2022-04-01 00:00:00,Levante+,0,0,0,0.27962938168000007,0.268475497,0.27602014560000004
CANARIAS,3.0TD,ACCIONA,2022-04-01 00:00:00,Poniente,0,0,0,0.2694793816800001,0.258325497,0.26587014560000005
CANARIAS,3.0TD,ACCIONA,2022-04-01 00:00:00,Poniente+,0,0,0,0.2694793816800001,0.258325497,0.26587014560000005
CANARIAS,3.0TD,ACCIONA,2022-04-01 00:00:00,Tramontana,0,0,0,0.26237438168000005,0.25122049700000004,0.2587651456000001
CANARIAS,3.0TD,ACCIONA,2022-04-01 00:00:00,Tramontana+,0,0,0,0.26237438168000005,0.25122049700000004,0.2587651456000001
CANARIAS,3.0TD,ACCIONA,2022-03-01 00:00:00,Cierzo,0,0,0,0.3689278312,0.35585491849999995,0.36761961150000005
CANARIAS,3.0TD,ACCIONA,2022-03-01 00:00:00,Levante,0,0,0,0.3882128312,0.37513991849999995,0.38690461150000005
CANARIAS,3.0TD,ACCIONA,2022-03-01 00:00:00,Levante+,0,0,0,0.3882128312,0.37513991849999995,0.38690461150000005
CANARIAS,3.0TD,ACCIONA,2022-03-01 00:00:00,Poniente,0,0,0,0.3780628312,0.36498991849999995,0.3767546115
CANARIAS,3.0TD,ACCIONA,2022-03-01 00:00:00,Poniente+,0,0,0,0.3780628312,0.36498991849999995,0.3767546115
CANARIAS,3.0TD,ACCIONA,2022-03-01 00:00:00,Tramontana,0,0,0,0.37095783120000003,0.3578849184999999,0.36964961150000003
CANARIAS,3.0TD,ACCIONA,2022-03-01 00:00:00,Tramontana+,0,0,0,0.37095783120000003,0.3578849184999999,0.36964961150000003
CANARIAS,3.0TD,ACCIONA,2022-02-01 00:00:00,Cierzo,0,0.29830291688000005,0,0.27063721248,0,0.26724609410000005
CANARIAS,3.0TD,ACCIONA,2022-02-01 00:00:00,Levante,0,0.31758791688,0,0.28992221248,0,0.28653109410000005
CANARIAS,3.0TD,ACCIONA,2022-02-01 00:00:00,Levante+,0,0.31758791688,0,0.28992221248,0,0.28653109410000005
CANARIAS,3.0TD,ACCIONA,2022-02-01 00:00:00,Poniente,0,0.30743791688,0,0.27977221248,0,0.2763810941
CANARIAS,3.0TD,ACCIONA,2022-02-01 00:00:00,Poniente+,0,0.30743791688,0,0.27977221248,0,0.2763810941
CANARIAS,3.0TD,ACCIONA,2022-02-01 00:00:00,Tramontana,0,0.30033291688,0,0.27266721248000003,0,0.26927609410000003
CANARIAS,3.0TD,ACCIONA,2022-02-01 00:00:00,Tramontana+,0,0.30033291688,0,0.27266721248000003,0,0.26927609410000003
CANARIAS,3.0TD,ACCIONA,2022-01-01 00:00:00,Cierzo,0,0.30010494788000003,0,0.27241183848,0,0.2690583266
CANARIAS,3.0TD,ACCIONA,2022-01-01 00:00:00,Levante,0,0.31938994788,0,0.29169683848,0,0.2883433266
CANARIAS,3.0TD,ACCIONA,2022-01-01 00:00:00,Levante+,0,0.31938994788,0,0.29169683848,0,0.2883433266
CANARIAS,3.0TD,ACCIONA,2022-01-01 00:00:00,Poniente,0,0.30923994788000003,0,0.28154683848,0,0.2781933266
CANARIAS,3.0TD,ACCIONA,2022-01-01 00:00:00,Poniente+,0,0.30923994788000003,0,0.28154683848,0,0.2781933266
CANARIAS,3.0TD,ACCIONA,2022-01-01 00:00:00,Tramontana,0,0.30213494788000006,0,0.27444183848000003,0,0.27108832660000004
CANARIAS,3.0TD,ACCIONA,2022-01-01 00:00:00,Tramontana+,0,0.30213494788000006,0,0.27444183848000003,0,0.27108832660000004
CANARIAS,3.0TD,ADI,2023-09-01 00:00:00,"-
",0,0,0.182333,0.163538,0,0.154295
CANARIAS,3.0TD,ADI,2023-08-01 00:00:00,"-
",0,0,0.168411,0.156249,0,0.146174
CANARIAS,3.0TD,ADI,2023-07-01 00:00:00,"-
",0.193145,0.179923,0,0,0,0.137109
CANARIAS,3.0TD,ADI,2023-06-01 00:00:00,"-
",0,0,0.1651,0.155607,0,0.14348
CANARIAS,3.0TD,ADI,2023-05-01 00:00:00,"-
",0,0,0,0.136016,0.123348,0.130851
CANARIAS,3.0TD,ADI,2023-04-01 00:00:00,"-
",0,0,0,0.144461,0.125065,0.133858
CANARIAS,3.0TD,ADI,2023-03-01 00:00:00,"-
",0,0,0.185646,0.154105,0,0.151975
CANARIAS,3.0TD,ADI,2023-02-01 00:00:00,"-
",0.256107,0.235985,0,0,0,0.19249
CANARIAS,3.0TD,AEQ,2023-10-01 00:00:00,3,0.221133,0,0.184117,0,0,0.150554
CANARIAS,3.0TD,AEQ,2023-10-01 00:00:00,6,0.224133,0,0.187117,0,0,0.153554
CANARIAS,3.0TD,AEQ,2023-10-01 00:00:00,8,0.226133,0,0.189117,0,0,0.155554
CANARIAS,3.0TD,AEQ,2023-10-01 00:00:00,10,0.228133,0,0.191117,0,0,0.157554
CANARIAS,3.0TD,AEQ,2023-10-01 00:00:00,15,0.233133,0,0.196117,0,0,0.162554
CANARIAS,3.0TD,AEQ,2023-10-01 00:00:00,20,0.238133,0,0.201117,0,0,0.167554
CANARIAS,3.0TD,AEQ,2023-10-01 00:00:00,25,0.243133,0,0.206117,0,0,0.172554
