SISTEMA,TARIFA,CIA,MES,FEE,P1.,P2.,P3.,P4.,P5,P6.
BALEARES,2.0TD,ACCIONA,2023-10-01 00:00:00,Cierzo,0.209373,0.162565,0.139301,0,0,0
BALEARES,2.0TD,ACCIONA,2023-10-01 00:00:00,Levante,0.228658,0.18185,0.158586,0,0,0
BALEARES,2.0TD,ACCIONA,2023-10-01 00:00:00,Levante+,0.228658,0.18185,0.158586,0,0,0
BALEARES,2.0TD,ACCIONA,2023-10-01 00:00:00,Poniente,0.218508,0.1717,0.148436,0,0,0
BALEARES,2.0TD,ACCIONA,2023-10-01 00:00:00,Poniente+,0.218508,0.1717,0.148436,0,0,0
BALEARES,2.0TD,ACCIONA,2023-10-01 00:00:00,Tramontana,0.211403,0.164595,0.141331,0,0,0
BALEARES,2.0TD,ACCIONA,2023-10-01 00:00:00,Tramontana+,0.211403,0.164595,0.141331,0,0,0
BALEARES,2.0TD,ACCIONA,2023-09-01 00:00:00,Cierzo,0.224931,0.178193,0.155249,0,0,0
BALEARES,2.0TD,ACCIONA,2023-09-01 00:00:00,Levante,0.244216,0.197478,0.174534,0,0,0
BALEARES,2.0TD,ACCIONA,2023-09-01 00:00:00,Levante+,0.244216,0.197478,0.174534,0,0,0
BALEARES,2.0TD,ACCIONA,2023-09-01 00:00:00,Poniente,0.234066,0.187328,0.164384,0,0,0
BALEARES,2.0TD,ACCIONA,2023-09-01 00:00:00,Poniente+,0.234066,0.187328,0.164384,0,0,0
BALEARES,2.0TD,ACCIONA,2023-09-01 00:00:00,Tramontana,0.226961,0.180223,0.157279,0,0,0
BALEARES,2.0TD,ACCIONA,2023-09-01 00:00:00,Tramontana+,0.226961,0.180223,0.157279,0,0,0
BALEARES,2.0TD,ACCIONA,2023-08-01 00:00:00,Cierzo,0.216338,0.169562,0.146441,0,0,0
BALEARES,2.0TD,ACCIONA,2023-08-01 00:00:00,Levante,0.235623,0.188847,0.165726,0,0,0
BALEARES,2.0TD,ACCIONA,2023-08-01 00:00:00,Levante+,0.235623,0.188847,0.165726,0,0,0
BALEARES,2.0TD,ACCIONA,2023-08-01 00:00:00,Poniente,0.225473,0.178697,0.155576,0,0,0
BALEARES,2.0TD,ACCIONA,2023-08-01 00:00:00,Poniente+,0.225473,0.178697,0.155576,0,0,0
BALEARES,2.0TD,ACCIONA,2023-08-01 00:00:00,Tramontana,0.218368,0.171592,0.148471,0,0,0
BALEARES,2.0TD,ACCIONA,2023-08-01 00:00:00,Tramontana+,0.218368,0.171592,0.148471,0,0,0
BALEARES,2.0TD,ACCIONA,2023-07-01 00:00:00,Cierzo,0.20976171,0.16295532,0.13969997,0,0,0
BALEARES,2.0TD,ACCIONA,2023-07-01 00:00:00,Levante,0.22904671,0.18224032,0.15898497,0,0,0
BALEARES,2.0TD,ACCIONA,2023-07-01 00:00:00,Levante+,0.22904671,0.18224032,0.15898497,0,0,0
BALEARES,2.0TD,ACCIONA,2023-07-01 00:00:00,Poniente,0.21889671,0.17209032,0.14883497,0,0,0
BALEARES,2.0TD,ACCIONA,2023-07-01 00:00:00,Poniente+,0.21889671,0.17209032,0.14883497,0,0,0
BALEARES,2.0TD,ACCIONA,2023-07-01 00:00:00,Tramontana,0.21179171,0.16498532,0.14172997,0,0,0
BALEARES,2.0TD,ACCIONA,2023-07-01 00:00:00,Tramontana+,0.21179171,0.16498532,0.14172997,0,0,0
BALEARES,2.0TD,ACCIONA,2023-06-01 00:00:00,Cierzo,0.21276718636,0.16597451895999998,0.14278076509999998,0,0,0
BALEARES,2.0TD,ACCIONA,2023-06-01 00:00:00,Levante,0.23205218636,0.18525951895999998,0.16206576509999998,0,0,0
BALEARES,2.0TD,ACCIONA,2023-06-01 00:00:00,Levante+,0.23205218636,0.18525951895999998,0.16206576509999998,0,0,0
BALEARES,2.0TD,ACCIONA,2023-06-01 00:00:00,Poniente,0.22190218636,0.17510951896,0.1519157651,0,0,0
BALEARES,2.0TD,ACCIONA,2023-06-01 00:00:00,Poniente+,0.22190218636,0.17510951896,0.1519157651,0,0,0
BALEARES,2.0TD,ACCIONA,2023-06-01 00:00:00,Tramontana,0.21479718636,0.16800451896,0.1448107651,0,0,0
BALEARES,2.0TD,ACCIONA,2023-06-01 00:00:00,Tramontana+,0.21479718636,0.16800451896,0.1448107651,0,0,0
BALEARES,2.0TD,ACCIONA,2023-05-01 00:00:00,Cierzo,0.19059738178000002,0.14370351658000002,0.12005536955000001,0,0,0
BALEARES,2.0TD,ACCIONA,2023-05-01 00:00:00,Levante,0.20988238178000002,0.16298851658,0.13934036955,0,0,0
BALEARES,2.0TD,ACCIONA,2023-05-01 00:00:00,Levante+,0.20988238178000002,0.16298851658,0.13934036955,0,0,0
BALEARES,2.0TD,ACCIONA,2023-05-01 00:00:00,Poniente,0.19973238178000002,0.15283851658,0.12919036955000002,0,0,0
BALEARES,2.0TD,ACCIONA,2023-05-01 00:00:00,Poniente+,0.19973238178000002,0.15283851658,0.12919036955000002,0,0,0
BALEARES,2.0TD,ACCIONA,2023-05-01 00:00:00,Tramontana,0.19262738178,0.14573351658,0.12208536955000002,0,0,0
BALEARES,2.0TD,ACCIONA,2023-05-01 00:00:00,Tramontana+,0.19262738178,0.14573351658,0.12208536955000002,0,0,0
BALEARES,2.0TD,ACCIONA,2023-04-01 00:00:00,Cierzo,0.19003164514,0.14313519754,0.11947545515000002,0,0,0
BALEARES,2.0TD,ACCIONA,2023-04-01 00:00:00,Levante,0.20931664514,0.16242019753999998,0.13876045515000002,0,0,0
BALEARES,2.0TD,ACCIONA,2023-04-01 00:00:00,Levante+,0.20931664514,0.16242019753999998,0.13876045515000002,0,0,0
BALEARES,2.0TD,ACCIONA,2023-04-01 00:00:00,Poniente,0.19916664514000001,0.15227019753999999,0.12861045515000002,0,0,0
BALEARES,2.0TD,ACCIONA,2023-04-01 00:00:00,Poniente+,0.19916664514000001,0.15227019753999999,0.12861045515000002,0,0,0
BALEARES,2.0TD,ACCIONA,2023-04-01 00:00:00,Tramontana,0.19206164514000001,0.14516519754,0.12150545515000002,0,0,0
BALEARES,2.0TD,ACCIONA,2023-04-01 00:00:00,Tramontana+,0.19206164514000001,0.14516519754,0.12150545515000002,0,0,0
BALEARES,2.0TD,ACCIONA,2023-03-01 00:00:00,Cierzo,0.20874809898000002,0.16193708578,0.13866095655,0,0,0
BALEARES,2.0TD,ACCIONA,2023-03-01 00:00:00,Levante,0.22803309898000002,0.18122208578,0.15794595655,0,0,0
BALEARES,2.0TD,ACCIONA,2023-03-01 00:00:00,Levante+,0.22803309898000002,0.18122208578,0.15794595655,0,0,0
BALEARES,2.0TD,ACCIONA,2023-03-01 00:00:00,Poniente,0.21788309898000002,0.17107208578,0.14779595655,0,0,0
BALEARES,2.0TD,ACCIONA,2023-03-01 00:00:00,Poniente+,0.21788309898000002,0.17107208578,0.14779595655,0,0,0
BALEARES,2.0TD,ACCIONA,2023-03-01 00:00:00,Tramontana,0.21077809898,0.16396708578,0.14069095655,0,0,0
BALEARES,2.0TD,ACCIONA,2023-03-01 00:00:00,Tramontana+,0.21077809898,0.16396708578,0.14069095655,0,0,0
BALEARES,2.0TD,ACCIONA,2023-02-01 00:00:00,Cierzo,0.26044228446,0.21386723806000002,0.19165063485,0,0,0
BALEARES,2.0TD,ACCIONA,2023-02-01 00:00:00,Levante,0.27972728446,0.23315223806000002,0.21093563485,0,0,0
BALEARES,2.0TD,ACCIONA,2023-02-01 00:00:00,Levante+,0.27972728446,0.23315223806000002,0.21093563485,0,0,0
BALEARES,2.0TD,ACCIONA,2023-02-01 00:00:00,Poniente,0.26957728446,0.22300223806000002,0.20078563485,0,0,0
BALEARES,2.0TD,ACCIONA,2023-02-01 00:00:00,Poniente+,0.26957728446,0.22300223806000002,0.20078563485,0,0,0
BALEARES,2.0TD,ACCIONA,2023-02-01 00:00:00,Tramontana,0.26247228446,0.21589723806000002,0.19368063485,0,0,0
BALEARES,2.0TD,ACCIONA,2023-02-01 00:00:00,Tramontana+,0.26247228446,0.21589723806000002,0.19368063485,0,0,0
BALEARES,2.0TD,ACCIONA,2023-01-01 00:00:00,Cierzo,0.1851050219,0.1381860859,0.11442536725000002,0,0,0
BALEARES,2.0TD,ACCIONA,2023-01-01 00:00:00,Levante,0.2043900219,0.15747108589999997,0.13371036725000002,0,0,0
BALEARES,2.0TD,ACCIONA,2023-01-01 00:00:00,Levante+,0.2043900219,0.15747108589999997,0.13371036725000002,0,0,0
BALEARES,2.0TD,ACCIONA,2023-01-01 00:00:00,Poniente,0.1942400219,0.14732108589999998,0.12356036725000001,0,0,0
BALEARES,2.0TD,ACCIONA,2023-01-01 00:00:00,Poniente+,0.1942400219,0.14732108589999998,0.12356036725000001,0,0,0
BALEARES,2.0TD,ACCIONA,2023-01-01 00:00:00,Tramontana,0.1871350219,0.1402160859,0.11645536725000002,0,0,0
BALEARES,2.0TD,ACCIONA,2023-01-01 00:00:00,Tramontana+,0.1871350219,0.1402160859,0.11645536725000002,0,0,0
BALEARES,2.0TD,ACCIONA,2022-12-01 00:00:00,Cierzo,0.21739915510000002,0.1706276311,0.14752881425000003,0,0,0
BALEARES,2.0TD,ACCIONA,2022-12-01 00:00:00,Levante,0.23668415510000002,0.1899126311,0.16681381425000003,0,0,0
BALEARES,2.0TD,ACCIONA,2022-12-01 00:00:00,Levante+,0.23668415510000002,0.1899126311,0.16681381425000003,0,0,0
BALEARES,2.0TD,ACCIONA,2022-12-01 00:00:00,Poniente,0.22653415510000002,0.17976263110000001,0.15666381425000003,0,0,0
BALEARES,2.0TD,ACCIONA,2022-12-01 00:00:00,Poniente+,0.22653415510000002,0.17976263110000001,0.15666381425000003,0,0,0
BALEARES,2.0TD,ACCIONA,2022-12-01 00:00:00,Tramontana,0.2194291551,0.17265763110000001,0.14955881425000003,0,0,0
BALEARES,2.0TD,ACCIONA,2022-12-01 00:00:00,Tramontana+,0.2194291551,0.17265763110000001,0.14955881425000003,0,0,0
BALEARES,2.0TD,ACCIONA,2022-11-01 00:00:00,Cierzo,0.23933323608,0.19266183388000002,0.1700125788,0,0,0
BALEARES,2.0TD,ACCIONA,2022-11-01 00:00:00,Levante,0.25861823608,0.21194683388,0.1892975788,0,0,0
BALEARES,2.0TD,ACCIONA,2022-11-01 00:00:00,Levante+,0.25861823608,0.21194683388,0.1892975788,0,0,0
BALEARES,2.0TD,ACCIONA,2022-11-01 00:00:00,Poniente,0.24846823608000002,0.20179683388,0.1791475788,0,0,0
BALEARES,2.0TD,ACCIONA,2022-11-01 00:00:00,Poniente+,0.24846823608000002,0.20179683388,0.1791475788,0,0,0
BALEARES,2.0TD,ACCIONA,2022-11-01 00:00:00,Tramontana,0.24136323608,0.19469183388,0.1720425788,0,0,0
BALEARES,2.0TD,ACCIONA,2022-11-01 00:00:00,Tramontana+,0.24136323608,0.19469183388,0.1720425788,0,0,0
BALEARES,2.0TD,ACCIONA,2022-10-01 00:00:00,Cierzo,0.25306413578,0.20645541058,0.18408758455,0,0,0
BALEARES,2.0TD,ACCIONA,2022-10-01 00:00:00,Levante,0.27234913578,0.22574041058,0.20337258454999999,0,0,0
BALEARES,2.0TD,ACCIONA,2022-10-01 00:00:00,Levante+,0.27234913578,0.22574041058,0.20337258454999999,0,0,0
BALEARES,2.0TD,ACCIONA,2022-10-01 00:00:00,Poniente,0.26219913578,0.21559041058,0.19322258455,0,0,0
BALEARES,2.0TD,ACCIONA,2022-10-01 00:00:00,Poniente+,0.26219913578,0.21559041058,0.19322258455,0,0,0
BALEARES,2.0TD,ACCIONA,2022-10-01 00:00:00,Tramontana,0.25509413578,0.20848541058,0.18611758455,0,0,0
BALEARES,2.0TD,ACCIONA,2022-10-01 00:00:00,Tramontana+,0.25509413578,0.20848541058,0.18611758455,0,0,0
BALEARES,2.0TD,ACCIONA,2022-09-01 00:00:00,Cierzo,0.26499733426,0.21846090986,0.19641772585,0,0,0
BALEARES,2.0TD,ACCIONA,2022-09-01 00:00:00,Levante,0.28428233426,0.23774590986000002,0.21570272585,0,0,0
BALEARES,2.0TD,ACCIONA,2022-09-01 00:00:00,Levante+,0.28428233426,0.23774590986000002,0.21570272585,0,0,0
BALEARES,2.0TD,ACCIONA,2022-09-01 00:00:00,Poniente,0.27413233426,0.22759590986,0.20555272585,0,0,0
BALEARES,2.0TD,ACCIONA,2022-09-01 00:00:00,Poniente+,0.27413233426,0.22759590986,0.20555272585,0,0,0
BALEARES,2.0TD,ACCIONA,2022-09-01 00:00:00,Tramontana,0.26702733425999997,0.22049090986000003,0.19844772585,0,0,0
BALEARES,2.0TD,ACCIONA,2022-09-01 00:00:00,Tramontana+,0.26702733425999997,0.22049090986000003,0.19844772585,0,0,0
BALEARES,2.0TD,ACCIONA,2022-08-01 00:00:00,Cierzo,0.28128583502,0.23482376222,0.21311442795000002,0,0,0
BALEARES,2.0TD,ACCIONA,2022-08-01 00:00:00,Levante,0.30057083502,0.25410876222,0.23239942795000001,0,0,0
BALEARES,2.0TD,ACCIONA,2022-08-01 00:00:00,Levante+,0.30057083502,0.25410876222,0.23239942795000001,0,0,0
BALEARES,2.0TD,ACCIONA,2022-08-01 00:00:00,Poniente,0.29042083502,0.24395876222,0.22224942795,0,0,0
BALEARES,2.0TD,ACCIONA,2022-08-01 00:00:00,Poniente+,0.29042083502,0.24395876222,0.22224942795,0,0,0
BALEARES,2.0TD,ACCIONA,2022-08-01 00:00:00,Tramontana,0.28331583501999996,0.23685376222000004,0.21514442795,0,0,0
BALEARES,2.0TD,ACCIONA,2022-08-01 00:00:00,Tramontana+,0.28331583501999996,0.23685376222000004,0.21514442795,0,0,0
BALEARES,2.0TD,ACCIONA,2022-07-01 00:00:00,Cierzo,0.26687133688,0.22034346668000004,0.1983386923,0,0,0
BALEARES,2.0TD,ACCIONA,2022-07-01 00:00:00,Levante,0.28615633688,0.23962846668000004,0.2176236923,0,0,0
BALEARES,2.0TD,ACCIONA,2022-07-01 00:00:00,Levante+,0.28615633688,0.23962846668000004,0.2176236923,0,0,0
BALEARES,2.0TD,ACCIONA,2022-07-01 00:00:00,Poniente,0.27600633688,0.22947846668000002,0.2074736923,0,0,0
BALEARES,2.0TD,ACCIONA,2022-07-01 00:00:00,Poniente+,0.27600633688,0.22947846668000002,0.2074736923,0,0,0
BALEARES,2.0TD,ACCIONA,2022-07-01 00:00:00,Tramontana,0.26890133688,0.22237346668000002,0.2003686923,0,0,0
BALEARES,2.0TD,ACCIONA,2022-07-01 00:00:00,Tramontana+,0.26890133688,0.22237346668000002,0.2003686923,0,0,0
BALEARES,2.0TD,ACCIONA,2022-06-01 00:00:00,Cierzo,0.29865866434,0.25227589274,0.23092263265000001,0,0,0
BALEARES,2.0TD,ACCIONA,2022-06-01 00:00:00,Levante,0.31794366434,0.27156089274000006,0.25020763265,0,0,0
BALEARES,2.0TD,ACCIONA,2022-06-01 00:00:00,Levante+,0.31794366434,0.27156089274000006,0.25020763265,0,0,0
BALEARES,2.0TD,ACCIONA,2022-06-01 00:00:00,Poniente,0.30779366434,0.26141089274,0.24005763265000002,0,0,0
BALEARES,2.0TD,ACCIONA,2022-06-01 00:00:00,Poniente+,0.30779366434,0.26141089274,0.24005763265000002,0,0,0
BALEARES,2.0TD,ACCIONA,2022-06-01 00:00:00,Tramontana,0.30068866433999997,0.25430589274000004,0.23295263265000002,0,0,0
BALEARES,2.0TD,ACCIONA,2022-06-01 00:00:00,Tramontana+,0.30068866433999997,0.25430589274000004,0.23295263265000002,0,0,0
BALEARES,2.0TD,ACCIONA,2022-05-01 00:00:00,Cierzo,0.31928447934,0.27299585774,0.25206534515,0,0,0
BALEARES,2.0TD,ACCIONA,2022-05-01 00:00:00,Levante,0.33856947934,0.29228085774,0.27135034515,0,0,0
BALEARES,2.0TD,ACCIONA,2022-05-01 00:00:00,Levante+,0.33856947934,0.29228085774,0.27135034515,0,0,0
BALEARES,2.0TD,ACCIONA,2022-05-01 00:00:00,Poniente,0.32841947934,0.28213085774,0.26120034515,0,0,0
BALEARES,2.0TD,ACCIONA,2022-05-01 00:00:00,Poniente+,0.32841947934,0.28213085774,0.26120034515,0,0,0
BALEARES,2.0TD,ACCIONA,2022-05-01 00:00:00,Tramontana,0.32131447933999996,0.27502585774,0.25409534515,0,0,0
BALEARES,2.0TD,ACCIONA,2022-05-01 00:00:00,Tramontana+,0.32131447933999996,0.27502585774,0.25409534515,0,0,0
BALEARES,2.0TD,ACCIONA,2022-04-01 00:00:00,Cierzo,0.32445861236,0.27819360896000006,0.25736914560000007,0,0,0
BALEARES,2.0TD,ACCIONA,2022-04-01 00:00:00,Levante,0.34374361236000006,0.29747860896000006,0.27665414560000007,0,0,0
BALEARES,2.0TD,ACCIONA,2022-04-01 00:00:00,Levante+,0.34374361236000006,0.29747860896000006,0.27665414560000007,0,0,0
BALEARES,2.0TD,ACCIONA,2022-04-01 00:00:00,Poniente,0.33359361236,0.28732860896000006,0.2665041456000001,0,0,0
BALEARES,2.0TD,ACCIONA,2022-04-01 00:00:00,Poniente+,0.33359361236,0.28732860896000006,0.2665041456000001,0,0,0
BALEARES,2.0TD,ACCIONA,2022-04-01 00:00:00,Tramontana,0.32648861236000004,0.28022360896000004,0.25939914560000005,0,0,0
BALEARES,2.0TD,ACCIONA,2022-04-01 00:00:00,Tramontana+,0.32648861236000004,0.28022360896000004,0.25939914560000005,0,0,0
BALEARES,2.0TD,ACCIONA,2022-02-01 00:00:00,Cierzo,0.33471258896,0.28849439156,0.2678800941,0,0,0
BALEARES,2.0TD,ACCIONA,2022-02-01 00:00:00,Levante,0.35399758896,0.30777939156,0.2871650941,0,0,0
BALEARES,2.0TD,ACCIONA,2022-02-01 00:00:00,Levante+,0.35399758896,0.30777939156,0.2871650941,0,0,0
BALEARES,2.0TD,ACCIONA,2022-02-01 00:00:00,Poniente,0.34384758896,0.29762939156,0.2770150941,0,0,0
BALEARES,2.0TD,ACCIONA,2022-02-01 00:00:00,Poniente+,0.34384758896,0.29762939156,0.2770150941,0,0,0
BALEARES,2.0TD,ACCIONA,2022-02-01 00:00:00,Tramontana,0.33674258896,0.29052439156000004,0.26991009410000005,0,0,0
BALEARES,2.0TD,ACCIONA,2022-02-01 00:00:00,Tramontana+,0.33674258896,0.29052439156000004,0.26991009410000005,0,0,0
BALEARES,2.0TD,ACCIONA,2022-01-01 00:00:00,Cierzo,0.33648051596,0.29027038856000004,0.26969232660000003,0,0,0
BALEARES,2.0TD,ACCIONA,2022-01-01 00:00:00,Levante,0.35576551596,0.30955538856000003,0.28897732660000003,0,0,0
BALEARES,2.0TD,ACCIONA,2022-01-01 00:00:00,Levante+,0.35576551596,0.30955538856000003,0.28897732660000003,0,0,0
BALEARES,2.0TD,ACCIONA,2022-01-01 00:00:00,Poniente,0.34561551596,0.29940538856000004,0.27882732660000004,0,0,0
BALEARES,2.0TD,ACCIONA,2022-01-01 00:00:00,Poniente+,0.34561551596,0.29940538856000004,0.27882732660000004,0,0,0
BALEARES,2.0TD,ACCIONA,2022-01-01 00:00:00,Tramontana,0.33851051596,0.29230038856,0.2717223266,0,0,0
BALEARES,2.0TD,ACCIONA,2022-01-01 00:00:00,Tramontana+,0.33851051596,0.29230038856,0.2717223266,0,0,0
BALEARES,2.0TD,AEQ,2023-10-01 00:00:00,3,0.259211,0.202318,0.158772,0,0,0
BALEARES,2.0TD,AEQ,2023-10-01 00:00:00,6,0.262211,0.205318,0.161772,0,0,0
BALEARES,2.0TD,AEQ,2023-10-01 00:00:00,8,0.264211,0.207318,0.163772,0,0,0
BALEARES,2.0TD,AEQ,2023-10-01 00:00:00,10,0.266211,0.209318,0.165772,0,0,0
BALEARES,2.0TD,AEQ,2023-10-01 00:00:00,15,0.271211,0.214318,0.170772,0,0,0
BALEARES,2.0TD,AEQ,2023-10-01 00:00:00,20,0.276211,0.219318,0.175772,0,0,0
BALEARES,2.0TD,AEQ,2023-10-01 00:00:00,25,0.281211,0.224318,0.180772,0,0,0
BALEARES,2.0TD,AEQ,2023-10-01 00:00:00,30,0.286211,0.229318,0.185772,0,0,0
BALEARES,2.0TD,AEQ,2023-09-01 00:00:00,3,0.265383,0.207826,0.16102,0,0,0
BALEARES,2.0TD,AEQ,2023-09-01 00:00:00,6,0.268383,0.210826,0.16402,0,0,0
BALEARES,2.0TD,AEQ,2023-09-01 00:00:00,8,0.270383,0.212826,0.16602,0,0,0
BALEARES,2.0TD,AEQ,2023-09-01 00:00:00,10,0.272383,0.214826,0.16802,0,0,0
BALEARES,2.0TD,AEQ,2023-09-01 00:00:00,15,0.277383,0.219826,0.17302,0,0,0
BALEARES,2.0TD,AEQ,2023-09-01 00:00:00,20,0.282383,0.224826,0.17802,0,0,0
BALEARES,2.0TD,AEQ,2023-09-01 00:00:00,25,0.287383,0.229826,0.18302,0,0,0
BALEARES,2.0TD,AEQ,2023-09-01 00:00:00,30,0.292383,0.234826,0.18802,0,0,0
BALEARES,2.0TD,AEQ,2023-08-01 00:00:00,3,0.255805,0.204122,0.148119,0,0,0
BALEARES,2.0TD,AEQ,2023-08-01 00:00:00,6,0.258805,0.207122,0.151119,0,0,0
BALEARES,2.0TD,AEQ,2023-08-01 00:00:00,8,0.260805,0.209122,0.153119,0,0,0
BALEARES,2.0TD,AEQ,2023-08-01 00:00:00,10,0.262805,0.211122,0.155119,0,0,0
BALEARES,2.0TD,AEQ,2023-08-01 00:00:00,15,0.267805,0.216122,0.160119,0,0,0
BALEARES,2.0TD,AEQ,2023-08-01 00:00:00,20,0.272805,0.221122,0.165119,0,0,0
BALEARES,2.0TD,AEQ,2023-08-01 00:00:00,25,0.277805,0.226122,0.170119,0,0,0
BALEARES,2.0TD,AEQ,2023-08-01 00:00:00,30,0.282805,0.231122,0.175119,0,0,0
BALEARES,2.0TD,AEQ,2023-07-01 00:00:00,3,0.251014,0.197228,0.137975,0,0,0
BALEARES,2.0TD,AEQ,2023-07-01 00:00:00,6,0.254014,0.200228,0.140975,0,0,0
BALEARES,2.0TD,AEQ,2023-07-01 00:00:00,8,0.256014,0.202228,0.142975,0,0,0
BALEARES,2.0TD,AEQ,2023-07-01 00:00:00,10,0.258014,0.204228,0.144975,0,0,0
BALEARES,2.0TD,AEQ,2023-07-01 00:00:00,15,0.263014,0.209228,0.149975,0,0,0
BALEARES,2.0TD,AEQ,2023-07-01 00:00:00,20,0.268014,0.214228,0.154975,0,0,0
BALEARES,2.0TD,AEQ,2023-07-01 00:00:00,25,0.273014,0.219228,0.159975,0,0,0
BALEARES,2.0TD,AEQ,2023-07-01 00:00:00,30,0.278014,0.224228,0.164975,0,0,0
BALEARES,2.0TD,AEQ,2023-06-01 00:00:00,3,0.247499,0.190955,0.139793,0,0,0
BALEARES,2.0TD,AEQ,2023-06-01 00:00:00,6,0.250499,0.193955,0.142793,0,0,0
BALEARES,2.0TD,AEQ,2023-06-01 00:00:00,8,0.252499,0.195955,0.144793,0,0,0
BALEARES,2.0TD,AEQ,2023-06-01 00:00:00,10,0.254499,0.197955,0.146793,0,0,0
BALEARES,2.0TD,AEQ,2023-06-01 00:00:00,15,0.259499,0.202955,0.151793,0,0,0
BALEARES,2.0TD,AEQ,2023-06-01 00:00:00,20,0.264499,0.207955,0.156793,0,0,0
BALEARES,2.0TD,AEQ,2023-06-01 00:00:00,25,0.269499,0.212955,0.161793,0,0,0
BALEARES,2.0TD,AEQ,2023-06-01 00:00:00,30,0.274499,0.217955,0.166793,0,0,0
BALEARES,2.0TD,AEQ,2023-05-01 00:00:00,3,0.228776,0.177992,0.121718,0,0,0
BALEARES,2.0TD,AEQ,2023-05-01 00:00:00,6,0.231776,0.180992,0.124718,0,0,0
BALEARES,2.0TD,AEQ,2023-05-01 00:00:00,8,0.233776,0.182992,0.126718,0,0,0
BALEARES,2.0TD,AEQ,2023-05-01 00:00:00,10,0.235776,0.184992,0.128718,0,0,0
BALEARES,2.0TD,AEQ,2023-05-01 00:00:00,15,0.240776,0.189992,0.133718,0,0,0
BALEARES,2.0TD,AEQ,2023-05-01 00:00:00,20,0.245776,0.194992,0.138718,0,0,0
BALEARES,2.0TD,AEQ,2023-05-01 00:00:00,25,0.250776,0.199992,0.143718,0,0,0
BALEARES,2.0TD,AEQ,2023-05-01 00:00:00,30,0.255776,0.204992,0.148718,0,0,0
BALEARES,2.0TD,AEQ,2023-04-01 00:00:00,3,0.254226,0.201794,0.131706,0,0,0
BALEARES,2.0TD,AEQ,2023-04-01 00:00:00,6,0.257226,0.204794,0.134706,0,0,0
BALEARES,2.0TD,AEQ,2023-04-01 00:00:00,8,0.259226,0.206794,0.136706,0,0,0
BALEARES,2.0TD,AEQ,2023-04-01 00:00:00,10,0.261226,0.208794,0.138706,0,0,0
BALEARES,2.0TD,AEQ,2023-04-01 00:00:00,15,0.266226,0.213794,0.143706,0,0,0
BALEARES,2.0TD,AEQ,2023-04-01 00:00:00,20,0.271226,0.218794,0.148706,0,0,0
BALEARES,2.0TD,AEQ,2023-04-01 00:00:00,25,0.276226,0.223794,0.153706,0,0,0
BALEARES,2.0TD,AEQ,2023-04-01 00:00:00,30,0.281226,0.228794,0.158706,0,0,0
BALEARES,2.0TD,AEQ,2023-03-01 00:00:00,3,0.215076,0.163369,0.129747,0,0,0
BALEARES,2.0TD,AEQ,2023-03-01 00:00:00,6,0.218076,0.166369,0.132747,0,0,0
BALEARES,2.0TD,AEQ,2023-03-01 00:00:00,8,0.220076,0.168369,0.134747,0,0,0
BALEARES,2.0TD,AEQ,2023-03-01 00:00:00,10,0.222076,0.170369,0.136747,0,0,0
BALEARES,2.0TD,AEQ,2023-03-01 00:00:00,15,0.227076,0.175369,0.141747,0,0,0
BALEARES,2.0TD,AEQ,2023-03-01 00:00:00,20,0.232076,0.180369,0.146747,0,0,0
BALEARES,2.0TD,AEQ,2023-03-01 00:00:00,25,0.237076,0.185369,0.151747,0,0,0
BALEARES,2.0TD,AEQ,2023-03-01 00:00:00,30,0.242076,0.190369,0.156747,0,0,0
BALEARES,2.0TD,AEQ,2023-02-01 00:00:00,3,0,0,0,0,0,0
BALEARES,2.0TD,AEQ,2023-02-01 00:00:00,6,0,0,0,0,0,0
BALEARES,2.0TD,AEQ,2023-02-01 00:00:00,8,0,0,0,0,0,0
BALEARES,2.0TD,AEQ,2023-02-01 00:00:00,10,0,0,0,0,0,0
BALEARES,2.0TD,AEQ,2023-02-01 00:00:00,15,0,0,0,0,0,0
BALEARES,2.0TD,AEQ,2023-02-01 00:00:00,20,0,0,0,0,0,0
BALEARES,2.0TD,AEQ,2023-02-01 00:00:00,25,0,0,0,0,0,0
BALEARES,2.0TD,AEQ,2023-02-01 00:00:00,30,0,0,0,0,0,0
BALEARES,2.0TD,AEQ,2023-01-01 00:00:00,3,0.244027,0.189647,0.120012,0,0,0
BALEARES,2.0TD,AEQ,2023-01-01 00:00:00,6,0.247027,0.192647,0.123012,0,0,0
BALEARES,2.0TD,AEQ,2023-01-01 00:00:00,8,0.249027,0.194647,0.125012,0,0,0
BALEARES,2.0TD,AEQ,2023-01-01 00:00:00,10,0.251027,0.196647,0.127012,0,0,0
BALEARES,2.0TD,AEQ,2023-01-01 00:00:00,15,0.256027,0.201647,0.132012,0,0,0
BALEARES,2.0TD,AEQ,2023-01-01 00:00:00,20,0.261027,0.206647,0.137012,0,0,0
BALEARES,2.0TD,AEQ,2023-01-01 00:00:00,25,0.266027,0.211647,0.142012,0,0,0
BALEARES,2.0TD,AEQ,2023-01-01 00:00:00,30,0.271027,0.216647,0.147012,0,0,0
BALEARES,2.0TD,FACTOR,2023-11-01 00:00:00,4,0.197172,0.142617,0.083416,0,0,0
BALEARES,2.0TD,FACTOR,2023-11-01 00:00:00,6,0.199172,0.144617,0.085416,0,0,0
